true,prediction
1.0000001,0.7470574530441261
0.03216865000000002,0.26738483885514963
0.11094291500000003,0.3812539358163245
1.0000001,0.6396477061288297
1.0000001,0.5640552240775096
0.068817295,0.35302585199401265
0.09138215999999999,0.35406308588522223
0.05619395500000002,0.3491997019670998
0.03955773600000001,0.30390507114523335
0.16852762999999998,0.4854160562863781
0.021298945000000014,0.44957086377951133
1.0000001,0.5622215273389121
1.0000002,0.5501902879327402
0.09395254999999997,0.45477084173896165
1.0000001,0.379783926809051
1.0000001,0.5704694806968332
0.07849181,0.30620671443908465
0.02919693699999998,0.23779928324893745
0.07459482,0.3727711367034562
0.001079173799999944,0.4429882040519207
0.11554635000000002,0.3429175905069056
0.05263592300000003,0.3178418989686247
0.046816252,0.2673957578561664
0.24971476,0.4939567667791437
0.09988446499999998,0.4877880778016393
1.0000001,0.5657859431197536
1.0000001,0.6707293418320783
0.07156053000000001,0.3075609437528042
1.0000001,0.5063769353419283
0.11044136399999999,0.41887268253902993
0.028965509999999972,0.2957459703261401
1.0000001,0.6711808073397841
0.033284172,0.3033852684566226
1.0000002,0.5861608125081724
0.40105483,0.5099141921994568
0.11978008000000001,0.34151589917425795
0.35834128,0.3222404718549958
0.12238112000000001,0.5551292925578214
1.0000001,0.4968325639336829
1.0000001,0.5320180576673373
0.41330194,0.3124070010035016
0.06019053200000002,0.36651338869500505
0.12359875400000003,0.46516863614762716
0.07743484,0.4893694391323866
0.13571726,0.45288258506364404
0.07373513999999998,0.37096368185536494
0.04668124800000001,0.4403494149493995
0.20198180999999998,0.40777242931950225
0.009358849000000058,0.4876514917735836
0.24801154,0.3822437365889676
1.0000001,0.6269894346434228
1.0000001,0.40734416999837936
0.04540236999999997,0.30365479869143397
0.5584138,0.5090969593844797
0.09794397999999999,0.3034166996020226
0.06852978999999998,0.3789479187681902
1.0000001,0.48558885508703303
1.0000001,0.44774901214113866
0.0070869196000000745,0.35472120520912925
0.11072571000000003,0.45558117835470013
1.0000001,0.48657347766283693
0.15226603,0.3697077873926733
0.06982870000000002,0.4862204419411864
0.12175112999999999,0.32073244422326996
1.0000001,0.5006748197114052
0.13268419000000004,0.3567693822973872
1.0000002,0.4105808334751777
1.0000001,0.6595843619773432
1.0000001,0.4732810395946988
0.9999999400000001,0.5009768669712164
0.07195188000000002,0.3340288135156209
0.13083488999999998,0.3471602267841101
0.13160573000000003,0.48214776196282216
1.0000001,0.5381908554304394
1.0000002,0.624246331036908
0.06256685000000001,0.4948970113785041
0.04136933999999998,0.4281716688488985
1.0000001,0.6890162079235969
0.9999999400000001,0.3964207428704916
0.13247391999999997,0.3292837348718659
0.16401130000000003,0.46482975537498317
0.10140292000000001,0.45462137176216905
0.05679475500000003,0.34122633307290223
0.05367685500000002,0.29482314240138696
0.17221864999999997,0.3384247177691512
0.37938353,0.3769268093831548
0.0019324264000000202,0.5203374972562491
0.02002464599999998,0.45732134044069467
1.0000001,0.6916143839045101
0.057405240000000024,0.4641452311485155
1.0000001,0.5160130951102299
0.033342629999999984,0.35185518779916103
0.65512854,0.4765948538470908
0.12927742000000003,0.37098086682493747
0.09548788000000002,0.36989522113678003
1.0000001,0.46304761245012316
0.017215692000000005,0.2941948848465784
1.0000001,0.730122113174186
0.1409763,0.318840149609268
1.0000001,0.6253284578845427
1.0000001,0.4278357300438394
1.0000001,0.44009115798265575
1.0000001,0.47420138834188347
0.08442023399999998,0.4928392772518709
0.21739665,0.36933521691489735
1.0000001,0.5704321673787669
0.080253415,0.3639367213357677
1.0000001,0.512941072900042
1.0000001,0.5252738015893569
1.0,0.6673154530041939
1.0000001,0.46092302352251435
0.09370423,0.3151573842466554
1.0000001,0.47494909848205885
1.0000001,0.7467290307372809
-0.055923189999999956,0.30456510664744435
0.09588743,0.4029804657999436
0.05473907299999997,0.2932372239432598
0.03316218399999998,0.37859601567229184
0.32468018,0.4885849564836539
1.0000001,0.4718726435181254
1.0000001,0.5191204582192755
0.31444204,0.39174737381382085
0.17362994000000004,0.3999793176871039
1.0000001,0.6726409890517892
1.0000002,0.3938220665902562
1.0000001,0.4048193734271766
0.32969993,0.43992744468225625
0.04367098600000002,0.373552128522026
-0.006952521400000022,0.3910260929814454
0.1718714,0.5194485374058185
0.12942475000000003,0.4414228212548643
1.0000001,0.45029835351021164
0.3186509,0.48766191515714635
-0.002300822999999952,0.3233860394731186
1.0000001,0.6512080527469011
1.0000001,0.4659213040574224
1.0000002,0.4830874862076498
0.11094291500000003,0.428392552642763
1.0000001,0.5985891390606279
0.02771125000000002,0.2816269459651999
-0.020777315000000074,0.29048218281678073
0.09678461,0.318410596288099
0.11465532,0.49473556891301224
0.07728742999999999,0.3763681477843681
0.14061660000000004,0.44400281868293984
0.9999999400000001,0.4697811757304854
0.03539684399999998,0.4177362308838187
1.0,0.6887496077380468
1.0000001,0.5830499969583423
1.0000001,0.466455657089774
0.00862277900000008,0.26678493125541825
0.11181392000000001,0.3066128601908664
0.07059124,0.40881177833057086
0.01748739199999999,0.44273356730431845
0.13327128,0.3051429617079486
1.0000002,0.6242207029638887
1.0000001,0.5510395872857247
0.020436573999999985,0.23351399977752918
1.0000001,0.5458757068364157
1.0000001,0.5047298734866141
0.023723019999999984,0.38770574712431977
1.0000001,0.5897951037213749
1.0000001,0.6445060100586169
0.05465281999999999,0.6079137714898298
0.08874175000000001,0.372273149157943
1.0000001,0.5459756756418489
0.14658844,0.35252981971315406
-0.0008952543000000368,0.2407481537053619
1.0000001,0.516652309386294
0.08680238600000001,0.4375356886565455
1.0000001,0.43564572728945306
-0.03819867599999999,0.33275160828272504
0.070289865,0.35155739420692533
0.15847632,0.43089654679699685
1.0000001,0.5070851474520798
0.2850019,0.5076667435155495
0.08944774,0.3748983963297591
1.0000001,0.5100607785540021
0.347732,0.4202875702795172
1.0000001,0.5919125030312831
1.0000002,0.462374649280153
0.21932641999999997,0.4739931211067141
1.0000001,0.6596182487010178
0.028057365,0.385050009740338
0.061786006999999976,0.42389190046447056
0.15062992000000003,0.39335003813272784
